data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau
2015-11-01,14758,M,S,N,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,5467.88,False
2016-03-01,13327,F,N,S,1,Empresário,Médio,Casado,Casa,35,2.347945205479452,3.0,938.94,False
2015-04-01,11816,F,N,S,1,Assalariado,Médio,Casado,Casa,36,7.016438356164383,3.0,7805.37,False
2015-02-01,14565,F,N,S,0,Empresário,Médio,Casado,Casa,46,3.797260273972603,2.0,1763.47,False
2015-11-01,10292,F,S,S,0,Empresário,Médio,Casado,Casa,50,19.30958904109589,2.0,73167.94,False
2016-03-01,3992,F,N,S,0,Assalariado,Médio,Casado,Casa,31,4.454794520547945,2.0,893.68,True
2016-01-01,11527,M,S,S,0,Assalariado,Superior completo,Casado,Casa,29,4.550684931506849,2.0,9772.05,False
2015-08-01,11522,F,N,S,0,Assalariado,Superior completo,Casado,Casa,33,10.96986301369863,2.0,128063.0,False
2015-05-01,10967,F,N,N,0,Assalariado,Superior completo,Casado,Casa,40,12.93972602739726,2.0,9889.29,False
2015-08-01,3610,F,S,S,0,Pensionista,Médio,Casado,Casa,54,,2.0,32734.1,False
2015-10-01,9774,F,S,S,0,Empresário,Superior incompleto,Casado,Casa,42,17.85753424657534,2.0,51152.91,False
2015-02-01,558,F,S,S,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780822,2.0,3421.68,False
2015-10-01,9,F,N,S,1,Assalariado,Médio,Solteiro,Casa,30,4.438356164383562,2.0,6157.5,False
2015-02-01,13152,F,N,S,0,Assalariado,Médio,Casado,Casa,53,8.345205479452055,2.0,4466.85,False
2015-01-01,2738,M,N,S,0,Empresário,Médio,Casado,Casa,34,11.065753424657537,2.0,12368.3,False
2016-03-01,11434,F,N,N,0,Empresário,Médio,Casado,Casa,37,8.849315068493151,2.0,2249.36,False
2015-01-01,10805,M,S,N,0,Assalariado,Médio,Casado,Casa,53,2.350684931506849,2.0,3916.18,False
2015-11-01,10142,F,N,S,0,Assalariado,Médio,Casado,Casa,46,4.049315068493151,2.0,1992.81,True
2015-09-01,11256,F,S,N,1,Assalariado,Médio,Casado,Casa,40,2.767123287671233,3.0,13340.05,False
2015-03-01,16097,M,S,S,0,Assalariado,Médio,Casado,Casa,60,4.126027397260274,2.0,8731.25,False
2015-08-01,8497,M,S,S,0,Empresário,Médio,Casado,Casa,40,11.06027397260274,2.0,70429.04,False
2015-07-01,13162,M,N,S,0,Servidor público,Médio,Separado,Comunitário,45,23.936986301369863,1.0,202720.2,False
2016-02-01,1537,F,N,S,0,Empresário,Médio,Casado,Casa,41,5.7315068493150685,2.0,2688.44,False
2016-01-01,16282,F,N,N,0,Assalariado,Superior incompleto,Casado,Com os pais,38,17.553424657534247,2.0,15013.69,False
2015-04-01,11204,F,N,N,0,Servidor público,Superior completo,Casado,Casa,46,11.849315068493151,2.0,22562.72,False
2015-06-01,5914,F,N,S,0,Assalariado,Médio,Casado,Casa,52,4.3863013698630136,2.0,36423.39,False
2016-01-01,16553,M,S,N,2,Assalariado,Superior completo,Solteiro,Casa,32,4.553424657534246,4.0,8318.03,False
2016-01-01,14014,F,S,N,0,Assalariado,Médio,Casado,Casa,41,0.6219178082191781,2.0,442.7,False
2016-02-01,7491,F,N,S,1,Servidor público,Médio,União,Casa,43,24.0,3.0,31014.22,False
2015-01-01,4990,F,S,N,1,Assalariado,Superior completo,Casado,Casa,36,7.052054794520548,3.0,1874.36,False
2015-06-01,15472,M,S,N,0,Empresário,Médio,Solteiro,Casa,47,7.208219178082191,1.0,21218.66,False
2015-08-01,2573,M,N,N,0,Empresário,Médio,União,Casa,32,0.8082191780821918,2.0,37733.67,False
2015-09-01,570,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,25552.82,False
2015-06-01,8481,F,S,S,1,Empresário,Médio,Casado,Casa,37,8.893150684931507,3.0,48514.13,False
2016-02-01,4177,F,N,S,0,Assalariado,Médio,Solteiro,Casa,47,5.846575342465753,1.0,2330.2,False
2015-12-01,1766,F,N,S,1,Empresário,Médio,União,Casa,30,2.9753424657534246,3.0,3092.77,False
2015-08-01,7763,F,N,N,0,Empresário,Médio,Solteiro,Governamental,45,12.421917808219176,1.0,50940.99,False
2016-02-01,1319,M,S,S,0,Servidor público,Médio,Casado,Casa,47,9.58904109589041,2.0,1600.73,False
2015-05-01,2502,F,N,S,0,Pensionista,Médio,Separado,Casa,61,,1.0,2808.31,False
2015-07-01,2038,F,N,S,0,Pensionista,Médio,Casado,Casa,64,,2.0,9386.91,False
2015-07-01,4746,F,N,N,1,Assalariado,Médio,União,Casa,33,7.526027397260274,3.0,14503.05,False
2015-02-01,5711,F,N,N,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,3253.57,False
2015-12-01,6284,F,N,N,0,Pensionista,Superior completo,Solteiro,Casa,58,,1.0,7851.2,False
2016-01-01,16518,F,N,N,0,Assalariado,Superior completo,Casado,Casa,53,4.684931506849315,2.0,1126.62,False
2015-06-01,15123,F,S,N,0,Assalariado,Superior completo,Casado,Governamental,49,5.493150684931507,2.0,4163.94,False
2015-07-01,11210,F,N,S,3,Servidor público,Médio,Casado,Casa,38,5.843835616438356,5.0,35044.62,False
2016-03-01,4826,M,N,N,1,Assalariado,Médio,Casado,Governamental,39,18.22465753424657,3.0,1891.92,False
2015-02-01,122,F,S,N,0,Pensionista,Médio,Casado,Casa,62,,2.0,4038.33,False
2015-07-01,12952,M,N,S,0,Empresário,Médio,Casado,Casa,43,2.8794520547945206,2.0,19959.12,False
2015-01-01,5962,M,S,N,1,Empresário,Médio,União,Casa,37,3.8904109589041096,3.0,3389.0,False
2016-01-01,3892,F,S,S,0,Assalariado,Superior completo,Casado,Casa,43,8.356164383561644,2.0,4465.74,False
2016-01-01,3115,M,S,S,0,Assalariado,Médio,Casado,Casa,51,20.646575342465752,2.0,19287.23,False
2015-01-01,10955,F,S,N,0,Empresário,Médio,Casado,Casa,40,11.854794520547944,2.0,6209.15,False
2015-07-01,2982,F,S,S,0,Assalariado,Médio,Casado,Casa,36,5.720547945205479,2.0,8530.79,False
2015-04-01,12908,M,N,S,0,Empresário,Médio,Casado,Casa,64,5.717808219178083,2.0,34042.97,False
2015-02-01,7154,F,N,S,0,Empresário,Superior completo,Casado,Casa,47,3.293150684931507,2.0,8913.27,False
2015-01-01,13354,M,S,N,0,Assalariado,Médio,Casado,Casa,54,6.435616438356164,2.0,5723.74,False
2015-04-01,6483,F,N,S,0,Pensionista,Médio,Separado,Casa,64,,1.0,12648.58,False
2016-03-01,11632,M,N,S,2,Empresário,Superior completo,Casado,Casa,33,5.991780821917808,4.0,5094.93,False
2015-07-01,14704,M,S,N,0,Assalariado,Médio,Casado,Casa,49,12.556164383561644,2.0,47007.77,False
2015-12-01,6382,M,N,N,0,Assalariado,Médio,Casado,Casa,27,7.082191780821918,2.0,2335.14,False
2015-02-01,12895,F,S,S,0,Assalariado,Médio,Casado,Casa,50,3.0493150684931507,2.0,1905.59,False
2015-12-01,13064,F,N,N,0,Empresário,Médio,Casado,Governamental,50,4.676712328767123,2.0,7790.53,False
2015-06-01,7184,F,N,N,0,Assalariado,Superior completo,Casado,Casa,54,15.136986301369864,2.0,16054.04,False
2016-01-01,15346,F,N,N,0,Assalariado,Médio,Casado,Casa,38,5.120547945205479,2.0,2794.34,False
2015-03-01,2868,M,S,S,2,Empresário,Superior completo,Casado,Casa,36,8.227397260273973,4.0,5383.22,False
2015-07-01,11886,F,N,N,0,Assalariado,Médio,Casado,Casa,27,5.665753424657535,2.0,11420.56,False
2015-08-01,16312,F,N,S,1,Assalariado,Médio,Casado,Casa,40,1.3753424657534246,3.0,16229.2,False
2016-01-01,11357,M,S,N,0,Assalariado,Médio,Casado,Casa,43,4.517808219178082,2.0,3264.92,False
2015-12-01,12263,F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,19815.52,False
2015-12-01,6798,F,N,S,0,Pensionista,Superior completo,Casado,Casa,59,,2.0,6108.75,False
2015-05-01,10749,F,N,N,0,Assalariado,Médio,Casado,Com os pais,35,0.9315068493150684,2.0,5551.59,False
2015-07-01,7885,F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,7629.25,False
2015-07-01,3984,M,S,S,1,Empresário,Médio,Casado,Casa,44,8.819178082191781,3.0,51838.65,False
2015-07-01,8775,F,N,S,2,Assalariado,Superior completo,Casado,Casa,27,7.410958904109589,4.0,29926.38,False
2015-07-01,3122,M,S,N,0,Assalariado,Médio,Casado,Governamental,58,33.56986301369863,2.0,234379.14,False
2015-12-01,9045,F,N,S,0,Assalariado,Médio,Solteiro,Casa,49,8.367123287671232,1.0,6747.08,False
2015-03-01,1231,F,S,S,1,Empresário,Médio,Separado,Casa,39,16.931506849315067,2.0,45724.92,False
2015-05-01,4426,F,S,N,3,Assalariado,Superior completo,Casado,Casa,30,1.093150684931507,5.0,5143.72,False
2015-04-01,3284,M,N,S,0,Assalariado,Superior completo,Casado,Casa,53,15.331506849315067,2.0,49675.77,False
2016-02-01,6843,F,S,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,4021.4,False
2016-03-01,7465,M,N,S,0,Empresário,Médio,Casado,Casa,41,1.632876712328767,2.0,8979.96,False
2015-07-01,8303,F,S,S,0,Assalariado,Médio,Casado,Casa,58,9.975342465753425,2.0,35562.3,False
2016-01-01,11810,M,N,S,0,Servidor público,Superior completo,Casado,Casa,66,6.745205479452054,2.0,2184.36,False
2015-01-01,1936,F,S,S,2,Empresário,Superior completo,Casado,Casa,37,1.1726027397260277,4.0,1852.04,False
2015-12-01,12027,F,S,S,1,Assalariado,Superior completo,Casado,Casa,29,3.816438356164384,3.0,4227.22,True
2015-03-01,3796,F,N,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,12037.16,False
2015-02-01,4466,F,N,N,0,Empresário,Médio,União,Casa,44,13.435616438356163,2.0,6488.7,False
2015-01-01,1470,M,S,S,1,Assalariado,Médio,Separado,Casa,44,2.416438356164384,2.0,6203.22,False
2015-05-01,748,M,S,S,1,Empresário,Médio,Casado,Casa,49,1.8575342465753424,3.0,27351.33,False
2015-11-01,16519,F,N,N,0,Pensionista,Médio,Viúvo,Casa,60,,1.0,2253.43,False
2016-01-01,12686,M,S,S,2,Assalariado,Médio,Casado,Casa,29,3.7013698630136975,4.0,2141.29,False
2015-01-01,2913,F,N,N,0,Empresário,Médio,Casado,Casa,34,4.945205479452055,2.0,4377.28,False
2015-06-01,10751,F,S,N,0,Pensionista,Médio,Casado,Casa,60,,2.0,14848.6,False
2015-04-01,4280,F,S,N,0,Empresário,Médio,Separado,Casa,42,18.6027397260274,1.0,35418.67,False
2015-07-01,3147,F,S,N,0,Assalariado,Superior completo,Casado,Casa,53,13.893150684931507,2.0,43206.7,False
2016-03-01,10425,F,N,S,3,Assalariado,Médio,Casado,Casa,33,13.389041095890413,5.0,9213.75,False
2015-09-01,14339,F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,36,13.542465753424658,1.0,18362.62,False
2015-04-01,13951,F,N,N,0,Assalariado,Superior completo,Casado,Casa,31,8.043835616438356,2.0,28994.86,False
2015-11-01,672,M,S,S,0,Assalariado,Médio,Casado,Casa,47,8.191780821917808,2.0,11675.34,False
2016-01-01,12066,F,N,N,0,Assalariado,Médio,Casado,Com os pais,44,7.745205479452054,2.0,7443.68,False
2015-11-01,16171,F,N,S,0,Assalariado,Superior completo,Casado,Casa,59,19.389041095890413,2.0,65488.9,False
2015-10-01,3349,F,N,N,2,Assalariado,Médio,Casado,Com os pais,30,4.575342465753424,4.0,6763.35,False
2016-02-01,5910,M,S,S,0,Empresário,Médio,Casado,Casa,27,7.13972602739726,2.0,3350.47,False
2015-09-01,11498,M,S,S,1,Assalariado,Médio,Casado,Casa,39,6.931506849315069,3.0,16007.61,False
2015-03-01,6047,F,N,S,0,Empresário,Médio,Casado,Casa,30,7.389041095890411,2.0,14238.02,False
2015-08-01,9348,F,S,N,0,Empresário,Superior completo,Casado,Casa,34,5.597260273972603,2.0,9787.07,False
2016-03-01,12177,F,N,S,0,Assalariado,Médio,Separado,Casa,49,26.2986301369863,1.0,18211.6,False
2015-01-01,7305,F,N,N,0,Assalariado,Médio,Viúvo,Casa,66,11.96986301369863,1.0,7570.03,False
2015-08-01,8434,M,S,N,0,Servidor público,Médio,Solteiro,Governamental,23,3.3863013698630136,1.0,22749.72,False
2015-10-01,6919,F,N,S,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,7339.39,False
2015-07-01,10241,F,S,S,0,Assalariado,Médio,Solteiro,Casa,40,5.635616438356164,1.0,22917.83,False
2015-11-01,4342,F,N,S,0,Assalariado,Médio,União,Casa,45,15.26849315068493,2.0,16652.4,False
2015-04-01,6323,M,S,N,2,Assalariado,Superior completo,Casado,Casa,32,1.991780821917808,4.0,11745.5,False
2016-02-01,7343,F,N,S,1,Assalariado,Médio,Casado,Casa,39,10.424657534246576,3.0,8272.82,False
2015-07-01,12195,M,N,N,0,Assalariado,Superior completo,Casado,Casa,32,4.263013698630137,2.0,13654.59,False
2015-09-01,13586,F,N,N,2,Servidor público,Médio,Casado,Casa,33,5.435616438356164,4.0,10557.62,True
2016-03-01,11894,M,S,N,0,Assalariado,Médio,Casado,Casa,31,5.413698630136986,2.0,3698.52,False
2016-03-01,9101,F,N,N,0,Assalariado,Médio,Casado,Casa,55,19.213698630136985,2.0,19860.81,False
2016-03-01,1766,F,N,S,1,Empresário,Médio,União,Casa,30,2.9753424657534246,3.0,1553.01,False
2015-05-01,5151,F,N,N,0,Assalariado,Superior incompleto,Casado,Casa,53,5.216438356164384,2.0,10089.68,False
2015-04-01,14608,F,N,S,0,Assalariado,Médio,Casado,Casa,65,5.882191780821918,2.0,16983.11,False
2015-09-01,14824,M,S,N,0,Empresário,Médio,Casado,Governamental,38,7.386301369863013,2.0,16442.08,False
2015-09-01,766,F,N,N,0,Assalariado,Médio,Solteiro,Casa,46,18.12054794520548,1.0,108420.71,False
2015-08-01,4146,F,N,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,9105.93,False
2016-02-01,5611,F,S,N,0,Servidor público,Superior completo,Casado,Casa,26,6.789041095890411,2.0,988.95,False
2015-10-01,14454,F,N,S,1,Servidor público,Médio,Solteiro,Casa,34,3.6986301369863015,2.0,3322.7,False
2015-02-01,14768,M,S,N,1,Empresário,Médio,Casado,Casa,39,0.8,3.0,2048.57,True
2016-01-01,8543,F,S,S,0,Assalariado,Superior completo,Casado,Casa,32,9.556164383561644,2.0,10691.35,False
2016-01-01,7537,F,N,S,1,Empresário,Superior completo,Casado,Casa,43,4.019178082191781,3.0,2325.82,True
2015-10-01,13042,M,S,S,0,Assalariado,Médio,Casado,Casa,43,4.923287671232877,2.0,13673.62,False
2016-02-01,2462,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,2116.6,False
2015-01-01,15216,F,N,N,1,Assalariado,Médio,Casado,Casa,33,10.873972602739729,3.0,5513.74,False
2015-07-01,14802,M,S,N,1,Servidor público,Superior completo,Casado,Governamental,43,5.216438356164384,3.0,26065.41,False
2015-01-01,10771,F,N,N,0,Assalariado,Superior completo,Casado,Casa,50,8.523287671232877,2.0,6307.17,False
2016-03-01,11558,M,S,N,0,Assalariado,Superior completo,Casado,Casa,53,5.049315068493151,2.0,1653.97,False
2015-01-01,10748,F,N,N,0,Assalariado,Médio,Casado,Com os pais,35,0.9315068493150684,2.0,540.66,True
2015-11-01,6125,M,S,S,0,Assalariado,Superior completo,Casado,Casa,29,1.4958904109589042,2.0,7570.79,False
2015-03-01,11474,F,N,N,1,Pensionista,Médio,Casado,Casa,27,,3.0,679.67,False
2015-12-01,27,F,N,S,2,Empresário,Superior completo,Casado,Casa,34,4.857534246575343,4.0,1865.53,False
2015-02-01,10062,F,N,S,0,Servidor público,Médio,Separado,Casa,46,4.635616438356164,1.0,3046.46,False
2015-11-01,13627,F,N,S,0,Assalariado,Médio,Solteiro,Casa,46,7.934246575342466,1.0,8202.58,False
2015-08-01,6776,M,S,S,0,Assalariado,Médio,Casado,Casa,34,2.128767123287671,2.0,21769.49,False
2015-12-01,2910,F,N,N,0,Assalariado,Médio,Casado,Casa,48,23.04109589041096,2.0,41034.14,False
2015-08-01,13202,F,N,S,0,Assalariado,Superior completo,Casado,Casa,28,8.435616438356165,2.0,41905.25,False
2015-08-01,12588,F,N,N,0,Pensionista,Médio,Casado,Casa,65,,2.0,10718.47,False
2015-07-01,6456,F,S,S,1,Assalariado,Médio,União,Casa,34,2.243835616438356,3.0,6592.6,False
2015-05-01,14577,F,N,S,0,Assalariado,Superior completo,Casado,Casa,37,3.468493150684932,2.0,10855.91,False
2015-05-01,12553,F,N,N,1,Pensionista,Fundamental,Casado,Casa,33,,3.0,7453.17,False
2015-05-01,1298,F,N,S,0,Assalariado,Médio,Casado,Casa,52,3.336986301369863,2.0,6991.69,False
2015-04-01,15012,F,N,S,0,Assalariado,Médio,Separado,Casa,52,1.8465753424657532,1.0,5576.43,False
2016-01-01,15424,M,S,N,2,Assalariado,Médio,Casado,Casa,43,6.958904109589041,4.0,6791.22,True
2015-09-01,16266,F,N,S,1,Empresário,Médio,União,Casa,32,8.128767123287671,3.0,19925.24,False
2016-03-01,1679,F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,62,36.75342465753425,1.0,131149.91,False
2015-06-01,14539,F,S,S,1,Assalariado,Médio,União,Casa,36,2.967123287671233,3.0,6002.47,False
2015-03-01,7470,M,S,S,2,Assalariado,Médio,Casado,Casa,44,18.912328767123288,4.0,23255.86,False
2015-02-01,5881,M,S,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,2778.69,False
2015-07-01,363,F,N,N,0,Empresário,Superior completo,Casado,Casa,27,1.8575342465753424,2.0,2640.75,True
2016-03-01,1386,M,S,S,0,Assalariado,Médio,Solteiro,Casa,38,14.591780821917808,1.0,4734.5,True
2015-11-01,2891,M,S,N,1,Servidor público,Médio,Casado,Casa,36,9.98082191780822,3.0,26467.32,False
2015-06-01,11529,F,N,S,0,Empresário,Superior incompleto,Casado,Casa,48,6.882191780821918,2.0,47061.48,False
2015-12-01,15707,M,S,S,1,Empresário,Superior completo,Casado,Casa,41,4.016438356164383,3.0,11298.98,False
2016-02-01,11498,M,S,S,1,Assalariado,Médio,Casado,Casa,39,6.931506849315069,3.0,3214.22,False
2015-01-01,14975,F,S,S,2,Empresário,Superior completo,Casado,Casa,37,17.361643835616437,4.0,10847.37,False
2015-06-01,13179,M,S,S,0,Assalariado,Médio,Casado,Casa,50,6.846575342465753,2.0,29554.4,False
2015-05-01,10800,F,S,N,0,Empresário,Médio,União,Com os pais,44,2.8493150684931505,2.0,4795.2,False
2016-02-01,7722,F,N,S,0,Empresário,Superior completo,União,Casa,24,0.9342465753424658,2.0,2361.37,False
2015-11-01,3216,M,N,N,0,Assalariado,Superior completo,Solteiro,Com os pais,31,2.723287671232877,1.0,1093.28,False
2016-01-01,9543,F,N,N,0,Empresário,Médio,Solteiro,Casa,44,1.0136986301369864,1.0,4568.8,False
2015-08-01,4775,F,N,N,1,Assalariado,Médio,Separado,Casa,33,12.446575342465753,2.0,36144.12,False
2015-02-01,8550,F,N,S,0,Assalariado,Superior completo,Casado,Casa,35,5.638356164383562,2.0,5792.51,False
2015-01-01,974,F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,1909.68,False
2015-06-01,9628,F,N,S,0,Pensionista,Superior completo,Solteiro,Governamental,64,,1.0,24295.41,False
2015-09-01,476,F,S,S,1,Assalariado,Médio,Casado,Casa,34,15.786301369863011,3.0,39181.81,False
2015-08-01,6072,F,N,S,0,Pensionista,Médio,Separado,Casa,62,,1.0,23649.52,False
2015-03-01,12562,F,S,N,0,Assalariado,Médio,Casado,Casa,46,1.8657534246575345,2.0,1363.83,False
2015-01-01,10704,F,N,N,0,Pensionista,Médio,Casado,Casa,63,,2.0,3249.62,False
2015-12-01,7945,F,S,S,0,Assalariado,Médio,Casado,Casa,40,2.1616438356164385,2.0,4926.45,False
2015-02-01,14817,M,N,N,0,Assalariado,Médio,Solteiro,Com os pais,27,0.4657534246575342,1.0,2670.35,False
2016-01-01,7571,M,N,S,0,Empresário,Médio,Casado,Casa,28,7.2684931506849315,2.0,10723.09,True
2015-05-01,11792,F,N,S,0,Empresário,Médio,União,Casa,46,12.082191780821915,2.0,40341.35,False
2015-03-01,11849,M,N,S,2,Assalariado,Médio,Casado,Casa,37,1.2602739726027397,4.0,2131.83,True
2015-01-01,12315,M,N,S,0,Assalariado,Superior completo,Solteiro,Casa,29,8.449315068493151,1.0,1605.47,False
2016-03-01,1907,F,S,N,0,Servidor público,Superior incompleto,Solteiro,Casa,32,14.263013698630138,1.0,3591.8,False
2015-05-01,16442,F,N,S,0,Pensionista,Médio,Separado,Casa,55,,1.0,5720.06,False
2015-08-01,13413,F,S,N,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,11948.83,False
2016-02-01,15305,F,N,N,0,Assalariado,Médio,Solteiro,Casa,48,1.0328767123287672,1.0,1196.65,True
2015-09-01,16015,F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,66604.97,False
2016-02-01,9272,F,N,N,2,Assalariado,Médio,Casado,Casa,40,3.1780821917808217,4.0,2344.41,False
2015-02-01,8591,F,S,S,0,Servidor público,Superior completo,Casado,Casa,40,10.136986301369864,2.0,5839.08,False
2015-09-01,9128,M,S,S,1,Empresário,Médio,Casado,Casa,41,11.627397260273971,3.0,53758.64,False
2015-11-01,1711,F,N,S,0,Assalariado,Médio,Separado,Casa,38,2.4767123287671238,1.0,3840.17,False
2015-07-01,9294,M,N,N,0,Assalariado,Superior completo,Casado,Casa,36,8.6,2.0,24666.92,False
2015-02-01,4399,F,N,N,1,Empresário,Superior completo,Separado,Casa,40,7.761643835616439,2.0,20951.26,False
2016-01-01,6779,F,N,S,1,Servidor público,Superior completo,Casado,Casa,30,9.547945205479452,3.0,16864.84,False
2015-03-01,8825,M,S,S,1,Servidor público,Superior completo,Casado,Casa,31,13.471232876712328,3.0,15524.85,False
2016-03-01,6732,M,S,S,0,Empresário,Médio,Solteiro,Casa,26,4.293150684931507,1.0,1473.02,False
2016-03-01,14707,F,S,N,1,Assalariado,Médio,Casado,Casa,50,6.802739726027397,3.0,1643.1,False
2015-05-01,3350,F,N,N,2,Assalariado,Médio,Casado,Com os pais,30,4.575342465753424,4.0,4754.85,True
2015-10-01,12429,F,N,N,0,Assalariado,Médio,Casado,Casa,44,2.698630136986301,2.0,14698.35,False
2015-09-01,5101,F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,8138.07,False
2015-07-01,1157,M,N,S,0,Assalariado,Médio,Casado,Casa,27,3.8493150684931514,2.0,8863.04,False
2016-02-01,7195,F,N,S,0,Pensionista,Superior incompleto,Separado,Casa,55,,1.0,1586.01,False
2015-11-01,5131,F,N,S,0,Empresário,Médio,Casado,Casa,45,7.638356164383562,2.0,7633.54,False
2016-02-01,3601,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,2079.85,True
2015-06-01,2206,M,N,N,0,Assalariado,Médio,Solteiro,Casa,43,14.767123287671232,1.0,50133.74,False
2015-04-01,320,F,N,N,0,Assalariado,Superior completo,Casado,Casa,27,6.778082191780822,2.0,4056.64,False
2016-01-01,4771,F,N,N,1,Empresário,Médio,Casado,Casa,30,1.7671232876712328,3.0,1561.35,False
2015-09-01,13646,F,N,N,1,Assalariado,Superior completo,Casado,Casa,31,5.183561643835616,3.0,6469.03,False
2015-11-01,8888,M,S,N,0,Assalariado,Superior completo,Solteiro,Casa,34,5.717808219178083,1.0,7319.95,False
2015-09-01,15863,F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,4761.03,False
2015-09-01,1135,F,N,S,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,6312.62,False
2015-09-01,14904,F,N,N,1,Assalariado,Superior completo,Casado,Casa,37,7.882191780821918,3.0,12571.79,False
2015-09-01,12959,F,N,S,0,Assalariado,Médio,Casado,Casa,61,40.57534246575342,2.0,2168815.42,False
2015-02-01,8198,M,S,S,0,Assalariado,Médio,Casado,Casa,42,1.5506849315068494,2.0,2091.95,False
2015-04-01,2961,M,S,S,2,Assalariado,Superior completo,Casado,Casa,36,2.717808219178082,4.0,11272.04,False
2015-11-01,3465,F,N,S,0,Servidor público,Médio,Casado,Casa,45,15.778082191780822,2.0,38952.61,False
2015-03-01,10807,M,S,N,0,Assalariado,Médio,Casado,Casa,53,2.350684931506849,2.0,2558.89,False
2015-05-01,15228,F,N,S,0,Assalariado,Médio,Viúvo,Casa,55,11.542465753424658,1.0,19835.27,False
2016-01-01,8424,F,S,S,1,Assalariado,Superior completo,União,Casa,44,10.221917808219178,3.0,2104.81,False
2015-05-01,13035,F,S,S,0,Assalariado,Médio,União,Casa,49,25.18904109589041,2.0,46264.69,False
2015-01-01,11847,M,N,S,2,Assalariado,Médio,Casado,Casa,37,1.2602739726027397,4.0,2434.64,False
2015-04-01,6555,M,S,S,0,Empresário,Médio,Casado,Casa,40,0.6547945205479452,2.0,6949.72,False
2015-11-01,1948,F,S,S,0,Empresário,Superior completo,Casado,Casa,43,0.5068493150684932,2.0,2026.95,False
2015-08-01,4228,F,N,S,0,Pensionista,Médio,Casado,Casa,66,,2.0,10992.84,False
2016-01-01,2558,F,S,N,2,Assalariado,Superior incompleto,Casado,Casa,34,6.063013698630137,4.0,818.22,False
2015-06-01,9485,F,S,N,0,Assalariado,Superior completo,Casado,Comunitário,35,6.263013698630137,2.0,13915.56,False
2015-01-01,5643,M,N,N,0,Empresário,Médio,Casado,Casa,42,7.041095890410959,2.0,5331.76,False
2015-03-01,14338,F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,36,13.542465753424658,1.0,38022.14,False
2015-10-01,5893,M,N,N,0,Empresário,Médio,Casado,Casa,37,10.808219178082192,2.0,31582.67,False
2015-03-01,1255,F,N,N,1,Assalariado,Médio,União,Casa,41,9.58904109589041,3.0,7579.65,True
2015-01-01,6472,F,N,N,2,Assalariado,Médio,Casado,Casa,45,22.92876712328767,4.0,18374.0,False
2015-02-01,1880,F,N,S,2,Assalariado,Médio,Casado,Com os pais,40,1.0876712328767124,4.0,1680.85,False
2015-07-01,4655,M,S,S,1,Assalariado,Superior completo,Casado,Governamental,42,0.4383561643835616,3.0,10681.01,False
2016-01-01,11240,F,N,N,0,Assalariado,Médio,Solteiro,Governamental,28,2.180821917808219,1.0,595.32,True
2015-07-01,2402,F,N,N,0,Empresário,Médio,Casado,Casa,65,16.621917808219177,2.0,200950.35,False
2015-12-01,867,M,S,S,1,Servidor público,Superior completo,Casado,Casa,34,6.178082191780822,3.0,7045.04,False
2015-09-01,8322,F,S,S,0,Assalariado,Médio,Casado,Casa,36,14.643835616438356,2.0,14974.35,False
2015-12-01,12257,M,N,S,1,Assalariado,Superior completo,Casado,Com os pais,42,4.531506849315068,3.0,4368.36,False
2016-02-01,2036,M,N,S,1,Assalariado,Médio,Casado,Aluguel,28,7.512328767123288,3.0,489.09,False
2015-09-01,11765,M,S,S,0,Empresário,Médio,Solteiro,Casa,25,3.991780821917808,1.0,27003.13,False
2015-11-01,12447,F,N,N,0,Pensionista,Médio,Solteiro,Governamental,64,,1.0,15401.41,False
2015-06-01,6819,F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,17930.49,False
2015-09-01,7310,F,S,S,0,Empresário,Médio,Casado,Governamental,45,8.210958904109589,2.0,21762.37,False
2015-09-01,2520,M,S,N,0,Assalariado,Médio,Solteiro,Casa,49,7.701369863013698,1.0,38937.59,False
